card_id,card_name,quantity,set_code,rarity,art_variant,variant_label,condition,language,printing_region,notes,storage_location,grading_company,grade,certification_number,subgrade_centering,subgrade_corners,subgrade_edges,subgrade_surface,sealed,signed,altered,source,edition,purchase_price,market_value_override
49847524,Flame Administrator,1,SDSB-PT044,Common,,,NM,PT,pt,,,,,,,,,,false,false,false,,,,
